# Title: October 2023 - September 2024 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
SC-075,Orangeburg County,South Carolina,65.2,1.6,115,63.6
SC-077,Pickens County,South Carolina,61.3,2.2,121,59.1
SC-079,Richland County,South Carolina,64.9,2,122,62.9
SC-081,Saluda County,South Carolina,64.2,2.2,125,62
SC-083,Spartanburg County,South Carolina,61.5,1.7,118,59.8
SC-085,Sumter County,South Carolina,65.4,2.5,126,63
SC-087,Union County,South Carolina,62.2,1.5,117,60.7
SC-089,Williamsburg County,South Carolina,65.1,1.6,115,63.5
SC-091,York County,South Carolina,61.5,1.5,116,59.9
SD-003,Aurora County,South Dakota,49.1,3.4,123,45.7
SD-005,Beadle County,South Dakota,48.2,3.7,124,44.5
SD-007,Bennett County,South Dakota,49.9,3.8,127,46.1
SD-009,Bon Homme County,South Dakota,50.6,3.3,124,47.3
SD-011,Brookings County,South Dakota,46.7,3.9,125,42.8
SD-013,Brown County,South Dakota,46.6,4.5,126,42.1
SD-015,Brule County,South Dakota,49.7,3.6,123,46.1
SD-017,Buffalo County,South Dakota,48.4,3.2,119,45.2
SD-019,Butte County,South Dakota,48.5,3.9,126,44.6
SD-021,Campbell County,South Dakota,46,3.5,123,42.6
SD-023,Charles Mix County,South Dakota,50.7,3.3,123,47.4
SD-025,Clark County,South Dakota,46.8,4.5,125,42.3
SD-027,Clay County,South Dakota,50.7,3.7,126,47
SD-029,Codington County,South Dakota,46.2,4.9,126,41.3
SD-031,Corson County,South Dakota,46.7,3.6,124,43.1
SD-033,Custer County,South Dakota,48.2,3.4,125,44.8
SD-035,Davison County,South Dakota,49.2,3,122,46.2
SD-037,Day County,South Dakota,45.8,4.6,126,41.2
SD-039,Deuel County,South Dakota,46.7,4.8,127,41.9
SD-041,Dewey County,South Dakota,47.8,3.6,124,44.2
SD-043,Douglas County,South Dakota,49.8,3.2,123,46.6
SD-045,Edmunds County,South Dakota,46.6,4.2,126,42.5
SD-047,Fall River County,South Dakota,50,3.5,126,46.5
SD-049,Faulk County,South Dakota,47.1,4.1,124,43
SD-051,Grant County,South Dakota,47.3,5.2,128,42.1
SD-053,Gregory County,South Dakota,50.6,3.5,126,47.1
SD-055,Haakon County,South Dakota,49.2,3.2,122,46
SD-057,Hamlin County,South Dakota,46.5,4.6,126,41.9
SD-059,Hand County,South Dakota,47.5,3.4,123,44.1
SD-061,Hanson County,South Dakota,49.2,3.2,123,46
SD-063,Harding County,South Dakota,47.4,4.6,127,42.7
SD-065,Hughes County,South Dakota,48.6,3.2,119,45.4
SD-067,Hutchinson County,South Dakota,49.9,3.5,124,46.4
SD-069,Hyde County,South Dakota,47.2,3.5,122,43.7
SD-071,Jackson County,South Dakota,50.7,3.7,127,46.9
SD-073,Jerauld County,South Dakota,48,3.1,119,44.9
SD-075,Jones County,South Dakota,50,3.3,123,46.7
SD-077,Kingsbury County,South Dakota,47.2,4,124,43.2
SD-079,Lake County,South Dakota,47.8,3.8,126,43.9
SD-081,Lawrence County,South Dakota,45.3,3,124,42.3
SD-083,Lincoln County,South Dakota,49.7,3.9,126,45.7
SD-085,Lyman County,South Dakota,49.7,3.2,121,46.5
SD-087,McCook County,South Dakota,49.1,3.9,126,45.2
SD-089,McPherson County,South Dakota,45.3,3.8,124,41.5
SD-091,Marshall County,South Dakota,45.2,4,125,41.2
SD-093,Meade County,South Dakota,48.9,3.7,125,45.3
SD-095,Mellette County,South Dakota,50.7,3.5,126,47.2
SD-097,Miner County,South Dakota,48.3,3.6,125,44.7
SD-099,Minnehaha County,South Dakota,49,4.4,127,44.6
SD-101,Moody County,South Dakota,47.8,4,126,43.7
SD-102,Oglala Lakota County,South Dakota,50.5,3.8,127,46.7
SD-103,Pennington County,South Dakota,48.6,3.7,127,44.9
SD-105,Perkins County,South Dakota,47.2,4.3,126,42.9
SD-107,Potter County,South Dakota,46.9,3.9,123,43.1
SD-109,Roberts County,South Dakota,46.9,5.1,128,41.9
SD-111,Sanborn County,South Dakota,48.5,3,119,45.5
SD-115,Spink County,South Dakota,47.8,4.3,125,43.5
SD-117,Stanley County,South Dakota,48.9,3,118,45.9
SD-119,Sully County,South Dakota,47.8,3.4,122,44.4
SD-121,Todd County,South Dakota,50.1,3.4,126,46.6
SD-123,Tripp County,South Dakota,50.4,3.4,125,47
SD-125,Turner County,South Dakota,49.9,4,127,45.9
SD-127,Union County,South Dakota,50.7,3.7,127,47
SD-129,Walworth County,South Dakota,46.7,3.9,126,42.8
SD-135,Yankton County,South Dakota,50.6,3.8,125,46.8
SD-137,Ziebach County,South Dakota,48.2,3.8,125,44.5
TN-001,Anderson County,Tennessee,58.8,2.1,123,56.7
TN-003,Bedford County,Tennessee,60.9,2.5,125,58.4
TN-005,Benton County,Tennessee,61.2,2.8,124,58.4
TN-007,Bledsoe County,Tennessee,58.8,2.5,125,56.3
TN-009,Blount County,Tennessee,59.6,2.1,125,57.4
TN-011,Bradley County,Tennessee,61.3,2.4,125,59
TN-013,Campbell County,Tennessee,57,1.9,122,55.1
TN-015,Cannon County,Tennessee,60,2.5,125,57.5
TN-017,Carroll County,Tennessee,61.1,2.6,124,58.5
TN-019,Carter County,Tennessee,55.4,2.6,126,52.8
TN-021,Cheatham County,Tennessee,61.3,3.3,127,58
TN-023,Chester County,Tennessee,61.8,2.7,125,59.1
TN-025,Claiborne County,Tennessee,57.5,2.1,125,55.4
TN-027,Clay County,Tennessee,59.8,2.6,124,57.2
TN-029,Cocke County,Tennessee,59.1,2.4,125,56.7
TN-031,Coffee County,Tennessee,60,2.6,125,57.4
TN-033,Crockett County,Tennessee,61.8,2.8,125,59
TN-035,Cumberland County,Tennessee,57,2.2,123,54.8
TN-037,Davidson County,Tennessee,61.6,3.3,127,58.4
TN-039,Decatur County,Tennessee,61.6,2.5,125,59.1
TN-041,DeKalb County,Tennessee,59.9,2.3,123,57.6
TN-043,Dickson County,Tennessee,60.8,3.3,129,57.4
TN-045,Dyer County,Tennessee,61.9,2.9,125,59
TN-047,Fayette County,Tennessee,62.6,2.5,125,60.1
TN-049,Fentress County,Tennessee,57.1,2.5,121,54.6
TN-051,Franklin County,Tennessee,60.3,2.4,124,58
TN-053,Gibson County,Tennessee,61.4,2.7,124,58.7
TN-055,Giles County,Tennessee,60.9,2.4,125,58.4
TN-057,Grainger County,Tennessee,58.9,2.3,126,56.6
TN-059,Greene County,Tennessee,58.8,2.2,123,56.7
TN-061,Grundy County,Tennessee,58.3,2.5,125,55.8
TN-063,Hamblen County,Tennessee,59.5,2.3,126,57.2
TN-065,Hamilton County,Tennessee,61.4,2.7,126,58.7
TN-067,Hancock County,Tennessee,58.1,2.4,127,55.7
TN-069,Hardeman County,Tennessee,62.1,2.6,125,59.5
TN-071,Hardin County,Tennessee,62.2,2.7,128,59.5
TN-073,Hawkins County,Tennessee,58.9,2.4,125,56.5
TN-075,Haywood County,Tennessee,62,2.6,125,59.4
TN-077,Henderson County,Tennessee,61.4,2.6,125,58.8
TN-079,Henry County,Tennessee,60.8,2.6,124,58.2
TN-081,Hickman County,Tennessee,60.7,2.8,127,57.9
TN-083,Houston County,Tennessee,60.9,3.1,126,57.8
TN-085,Humphreys County,Tennessee,61,3,128,58
TN-087,Jackson County,Tennessee,60,2.4,123,57.6
TN-089,Jefferson County,Tennessee,60,2.5,124,57.5
TN-091,Johnson County,Tennessee,53.8,2.5,126,51.3
TN-093,Knox County,Tennessee,60.1,2.3,125,57.8
TN-095,Lake County,Tennessee,61.7,2.9,126,58.8
TN-097,Lauderdale County,Tennessee,62.3,2.6,124,59.7
TN-099,Lawrence County,Tennessee,60.6,2.5,125,58.1
TN-101,Lewis County,Tennessee,60.3,2.5,125,57.7
TN-103,Lincoln County,Tennessee,61,2.1,123,58.9
TN-105,Loudon County,Tennessee,60.6,2.3,125,58.3
TN-107,McMinn County,Tennessee,60.8,2.3,124,58.4
TN-109,McNairy County,Tennessee,62.1,2.6,126,59.5
TN-111,Macon County,Tennessee,59.6,2.4,124,57.1
TN-113,Madison County,Tennessee,61.8,2.8,125,59
TN-115,Marion County,Tennessee,60.2,2.5,125,57.7
TN-117,Marshall County,Tennessee,60.8,2.5,125,58.3
TN-119,Maury County,Tennessee,60.8,2.8,127,58
TN-121,Meigs County,Tennessee,60.8,2.4,124,58.4
TN-123,Monroe County,Tennessee,59.5,2.1,123,57.4
TN-125,Montgomery County,Tennessee,61.2,3.5,127,57.7
TN-127,Moore County,Tennessee,60.7,2.4,125,58.3
TN-129,Morgan County,Tennessee,57.7,2.4,124,55.3
TN-131,Obion County,Tennessee,61.2,2.8,126,58.4
TN-133,Overton County,Tennessee,58.8,2.7,124,56.2
TN-135,Perry County,Tennessee,61.1,2.6,125,58.5
TN-137,Pickett County,Tennessee,58.7,2.8,125,55.9
TN-139,Polk County,Tennessee,60,1.9,122,58.1
TN-141,Putnam County,Tennessee,59,2.5,123,56.6
TN-143,Rhea County,Tennessee,59.8,2.4,125,57.4
TN-145,Roane County,Tennessee,60.2,2.4,125,57.8
TN-147,Robertson County,Tennessee,60.4,2.9,124,57.5
TN-149,Rutherford County,Tennessee,61.2,2.8,127,58.4
TN-151,Scott County,Tennessee,56.9,2.4,124,54.5
TN-153,Sequatchie County,Tennessee,59.1,2.6,126,56.5
TN-155,Sevier County,Tennessee,57.6,1.8,121,55.8
TN-157,Shelby County,Tennessee,63.6,2.5,124,61.1
TN-159,Smith County,Tennessee,60.3,2.2,123,58.1
TN-161,Stewart County,Tennessee,60.9,3,125,57.9
TN-163,Sullivan County,Tennessee,58.2,2.7,127,55.4
TN-165,Sumner County,Tennessee,60.4,2.7,124,57.7
TN-167,Tipton County,Tennessee,62.6,2.3,123,60.3
TN-169,Trousdale County,Tennessee,60.4,2.4,124,58
TN-171,Unicoi County,Tennessee,55.1,2.1,124,53
TN-173,Union County,Tennessee,58.4,2,123,56.4
TN-175,Van Buren County,Tennessee,58.4,2.4,123,56
TN-177,Warren County,Tennessee,59.6,2.5,124,57.2
TN-179,Washington County,Tennessee,58.4,2.4,126,56.1
TN-181,Wayne County,Tennessee,60.9,2.5,124,58.5
TN-183,Weakley County,Tennessee,61.1,2.7,125,58.4
TN-185,White County,Tennessee,59,2.3,123,56.7
TN-187,Williamson County,Tennessee,61.1,3.1,127,57.9
TN-189,Wilson County,Tennessee,60.8,2.6,124,58.2
TX-001,Anderson County,Texas,66.9,1.5,109,65.4
TX-003,Andrews County,Texas,65.1,3.1,126,62
TX-005,Angelina County,Texas,68.2,2.1,121,66.1
TX-007,Aransas County,Texas,72.5,2.2,119,70.4
TX-009,Archer County,Texas,66.6,3.1,125,63.5
TX-011,Armstrong County,Texas,62.1,4.1,129,58
TX-013,Atascosa County,Texas,71.8,2,117,69.8
TX-015,Austin County,Texas,71.5,3.5,126,68
TX-017,Bailey County,Texas,60.2,3.1,126,57.1
TX-019,Bandera County,Texas,68.8,2.6,125,66.1
TX-021,Bastrop County,Texas,70.7,3.3,127,67.4
TX-023,Baylor County,Texas,66.8,3.4,125,63.4
TX-025,Bee County,Texas,72.4,2,119,70.3
TX-027,Bell County,Texas,68.8,3,124,65.8
TX-029,Bexar County,Texas,71.1,2.6,126,68.5
TX-031,Blanco County,Texas,68.7,2.6,126,66.1
TX-033,Borden County,Texas,65.7,2.7,125,62.9
TX-035,Bosque County,Texas,67.9,2.5,122,65.4
TX-037,Bowie County,Texas,65.7,2.5,124,63.1
TX-039,Brazoria County,Texas,71.7,2.7,123,68.9
TX-041,Brazos County,Texas,69.7,2.6,124,67
TX-043,Brewster County,Texas,67.9,3.3,127,64.6
TX-045,Briscoe County,Texas,62.8,3.4,127,59.4
TX-047,Brooks County,Texas,75.2,3,125,72.2
TX-049,Brown County,Texas,67.1,2.6,125,64.4
TX-051,Burleson County,Texas,70.1,3,126,67.1
TX-053,Burnet County,Texas,68.5,2.5,124,66.1
TX-055,Caldwell County,Texas,71.4,3.5,127,67.8
TX-057,Calhoun County,Texas,72.3,2.6,122,69.7
TX-059,Callahan County,Texas,66.5,2.7,126,63.7
TX-061,Cameron County,Texas,76.2,2.5,126,73.7
TX-063,Camp County,Texas,65.9,2,117,63.9
TX-065,Carson County,Texas,61.4,4.6,129,56.8
TX-067,Cass County,Texas,65.9,1.8,118,64
TX-069,Castro County,Texas,60.4,3.7,129,56.7
TX-071,Chambers County,Texas,70.8,2.5,124,68.3
TX-073,Cherokee County,Texas,67,1.6,111,65.4
TX-075,Childress County,Texas,64.9,3.6,128,61.4
TX-077,Clay County,Texas,66.1,2.7,124,63.4
TX-079,Cochran County,Texas,61,3,127,58
TX-081,Coke County,Texas,67.1,3.2,126,64
TX-083,Coleman County,Texas,67.3,3.1,125,64.2
TX-085,Collin County,Texas,67,3.2,128,63.8
TX-087,Collingsworth County,Texas,63.2,3.4,127,59.8
TX-089,Colorado County,Texas,72.1,3.8,126,68.2
TX-091,Comal County,Texas,70.1,2.7,126,67.3
TX-093,Comanche County,Texas,67.2,2.8,125,64.3
TX-095,Concho County,Texas,67.5,3.3,126,64.3
TX-097,Cooke County,Texas,65.9,2.5,122,63.5
TX-099,Coryell County,Texas,68.1,2.6,124,65.4
TX-101,Cottle County,Texas,64.8,2.5,125,62.2
TX-103,Crane County,Texas,68.6,3.8,126,64.8
TX-105,Crockett County,Texas,68,3.2,128,64.8
TX-107,Crosby County,Texas,63.1,2.8,126,60.3
TX-109,Culberson County,Texas,64.7,3.6,128,61.1
TX-111,Dallam County,Texas,57.3,2.8,127,54.5
TX-113,Dallas County,Texas,67.8,2.5,121,65.3
TX-115,Dawson County,Texas,64.2,2.3,123,61.9
TX-117,Deaf Smith County,Texas,59.8,4,129,55.7
TX-119,Delta County,Texas,65.8,2.4,123,63.4
TX-121,Denton County,Texas,67.2,2.7,124,64.5
TX-123,DeWitt County,Texas,72.1,2.9,126,69.1
TX-125,Dickens County,Texas,64.5,2.6,125,61.8
TX-127,Dimmit County,Texas,73.6,2.9,127,70.7
TX-129,Donley County,Texas,62.4,3.7,129,58.8
TX-131,Duval County,Texas,74,2.8,123,71.2
TX-133,Eastland County,Texas,66.5,2.7,125,63.8
TX-135,Ector County,Texas,66.6,3.6,126,63.1
TX-137,Edwards County,Texas,68.8,3.7,129,65.1
TX-139,Ellis County,Texas,67.8,2,117,65.8
TX-141,El Paso County,Texas,66.6,4.3,128,62.3
TX-143,Erath County,Texas,67.6,3.3,127,64.2
TX-145,Falls County,Texas,68.5,2.6,123,65.8
TX-147,Fannin County,Texas,66.2,3.1,128,63
TX-149,Fayette County,Texas,71.6,3.7,126,67.9
TX-151,Fisher County,Texas,66.7,3.5,127,63.2
TX-153,Floyd County,Texas,61.7,2.8,125,58.9
TX-155,Foard County,Texas,65.6,2.9,125,62.8
TX-157,Fort Bend County,Texas,71.8,3.2,126,68.6
TX-159,Franklin County,Texas,65.5,1.9,116,63.6
TX-161,Freestone County,Texas,67.8,2,119,65.8
TX-163,Frio County,Texas,72.4,2.7,126,69.7
TX-165,Gaines County,Texas,63.8,2.9,126,60.9
TX-167,Galveston County,Texas,71.8,2.8,125,68.9
TX-169,Garza County,Texas,65.3,3,126,62.3
TX-171,Gillespie County,Texas,67.1,2.2,120,64.9
TX-173,Glasscock County,Texas,66.1,2.9,124,63.2
TX-175,Goliad County,Texas,72,2.2,120,69.9
TX-177,Gonzales County,Texas,72,3.3,127,68.7
TX-179,Gray County,Texas,62,4.7,129,57.3
TX-181,Grayson County,Texas,66.1,2.7,127,63.4
TX-183,Gregg County,Texas,66.5,1.4,109,65.1
TX-185,Grimes County,Texas,69.6,2.4,123,67.1
TX-187,Guadalupe County,Texas,71.4,3,127,68.3
TX-189,Hale County,Texas,61.3,3.1,127,58.2
TX-191,Hall County,Texas,64.2,3.3,126,60.9
TX-193,Hamilton County,Texas,67.5,2.8,124,64.8
TX-195,Hansford County,Texas,60.6,3.8,129,56.8
TX-197,Hardeman County,Texas,65.3,3.2,128,62.1
TX-199,Hardin County,Texas,69.1,2.1,121,67
TX-201,Harris County,Texas,71.4,3,126,68.5
TX-203,Harrison County,Texas,66.3,1.1,104,65.2
TX-205,Hartley County,Texas,58.5,3.1,128,55.4
TX-207,Haskell County,Texas,66.9,3.2,128,63.7
TX-209,Hays County,Texas,69.6,2.7,124,66.9
TX-211,Hemphill County,Texas,61.9,4.2,129,57.7
TX-213,Henderson County,Texas,66.6,1.5,110,65.1
TX-215,Hidalgo County,Texas,76.4,2.6,125,73.8
TX-217,Hill County,Texas,67.9,2,118,65.9
TX-219,Hockley County,Texas,61.7,2.9,124,58.8
TX-221,Hood County,Texas,67.8,2.7,125,65.1
TX-223,Hopkins County,Texas,65.7,2.2,118,63.6
TX-225,Houston County,Texas,67.5,1.3,109,66.2
TX-227,Howard County,Texas,66.4,2.9,126,63.5
TX-229,Hudspeth County,Texas,64.3,3.8,129,60.5
TX-231,Hunt County,Texas,66.4,2.9,125,63.5
TX-233,Hutchinson County,Texas,62.3,4.4,129,57.8
TX-235,Irion County,Texas,66.9,2.9,126,63.9
TX-237,Jack County,Texas,66.1,2.7,123,63.4
TX-239,Jackson County,Texas,72.2,3.2,126,69
TX-241,Jasper County,Texas,68.1,1.9,122,66.2
TX-243,Jeff Davis County,Texas,63.8,3.7,128,60.1
TX-245,Jefferson County,Texas,70.2,2.2,123,68
TX-247,Jim Hogg County,Texas,75.3,3.1,127,72.2
TX-249,Jim Wells County,Texas,74,2.6,122,71.4
TX-251,Johnson County,Texas,67.6,2.3,121,65.3
TX-253,Jones County,Texas,67,3.1,126,63.9
TX-255,Karnes County,Texas,71.6,2.1,121,69.5
TX-257,Kaufman County,Texas,66.9,1.8,117,65.1
TX-259,Kendall County,Texas,68.5,2.4,123,66.1
TX-261,Kenedy County,Texas,75.1,2.9,124,72.3
TX-263,Kent County,Texas,66,3.1,127,62.9
TX-265,Kerr County,Texas,67.1,2.5,122,64.6
TX-267,Kimble County,Texas,67.1,3,126,64.1
TX-269,King County,Texas,65.8,2.9,125,62.9
TX-271,Kinney County,Texas,72.7,4,129,68.8
TX-273,Kleberg County,Texas,74.7,3.3,125,71.4
TX-275,Knox County,Texas,66.4,3,125,63.4
TX-277,Lamar County,Texas,65.2,2.2,123,63
TX-279,Lamb County,Texas,60.6,2.9,126,57.7
TX-281,Lampasas County,Texas,67.8,2.4,121,65.4
TX-283,La Salle County,Texas,73.6,2.7,126,70.9
TX-285,Lavaca County,Texas,72.4,3.9,127,68.5
TX-287,Lee County,Texas,70.3,3.2,126,67.1
TX-289,Leon County,Texas,67.7,1.6,113,66.2
TX-291,Liberty County,Texas,70.1,2.4,123,67.7
TX-293,Limestone County,Texas,68,2.2,119,65.8
TX-295,Lipscomb County,Texas,60.7,3.7,129,57
TX-297,Live Oak County,Texas,72.8,2.1,121,70.6
TX-299,Llano County,Texas,68.8,2.8,124,66
TX-301,Loving County,Texas,67.6,4,129,63.6
TX-303,Lubbock County,Texas,62.7,3.4,126,59.3
TX-305,Lynn County,Texas,63.6,2.9,123,60.7
TX-307,McCulloch County,Texas,67.5,3,125,64.5
TX-309,McLennan County,Texas,68.2,2.5,120,65.8
TX-311,McMullen County,Texas,72.9,2.2,121,70.7
TX-313,Madison County,Texas,68.4,1.8,118,66.7
TX-315,Marion County,Texas,65.9,1.1,104,64.8
TX-317,Martin County,Texas,65.4,2.5,123,62.9
TX-319,Mason County,Texas,67.9,2.9,124,65
TX-321,Matagorda County,Texas,71.9,2.8,125,69.1
TX-323,Maverick County,Texas,73.9,3.4,129,70.5
TX-325,Medina County,Texas,71.3,2.9,125,68.4
TX-327,Menard County,Texas,66.8,3.1,125,63.6
TX-329,Midland County,Texas,66.4,3,124,63.4
TX-331,Milam County,Texas,69.2,3,124,66.3
TX-333,Mills County,Texas,67.2,2.5,123,64.7
TX-335,Mitchell County,Texas,67,3.4,128,63.6
TX-337,Montague County,Texas,65.9,2.7,125,63.2
TX-339,Montgomery County,Texas,70.2,2.7,124,67.6
TX-341,Moore County,Texas,60.5,3.8,129,56.6
TX-343,Morris County,Texas,65.8,2,119,63.8
TX-345,Motley County,Texas,63.9,2.7,124,61.3
TX-347,Nacogdoches County,Texas,67.3,1.7,115,65.6
TX-349,Navarro County,Texas,68,2.2,120,65.8
TX-351,Newton County,Texas,68.2,2.1,122,66.1
TX-353,Nolan County,Texas,66.4,3.6,127,62.8
TX-355,Nueces County,Texas,74.3,3.1,126,71.2
TX-357,Ochiltree County,Texas,60.7,3.8,129,56.9
TX-359,Oldham County,Texas,59.8,3.3,128,56.6
TX-361,Orange County,Texas,69.5,2.1,122,67.4
TX-363,Palo Pinto County,Texas,67.3,3,127,64.3
TX-365,Panola County,Texas,66.8,1.4,111,65.4
TX-367,Parker County,Texas,67,2.5,122,64.5
TX-369,Parmer County,Texas,60.2,4.1,129,56.1
TX-371,Pecos County,Texas,68.1,4.2,129,63.8
TX-373,Polk County,Texas,68.7,1.9,118,66.7
TX-375,Potter County,Texas,61.2,4.1,129,57
TX-377,Presidio County,Texas,66.9,3.4,126,63.5
TX-379,Rains County,Texas,65.9,2,118,63.9
TX-381,Randall County,Texas,60.7,4.1,129,56.6
TX-383,Reagan County,Texas,66.7,3,126,63.6
TX-385,Real County,Texas,68.6,3.2,127,65.4
TX-387,Red River County,Texas,64.9,2.2,122,62.7
TX-389,Reeves County,Texas,67.7,4,128,63.7
TX-391,Refugio County,Texas,72.2,1.9,117,70.2
TX-393,Roberts County,Texas,62.3,4.7,129,57.6
TX-395,Robertson County,Texas,68.6,2.3,121,66.3
TX-397,Rockwall County,Texas,67,2.6,124,64.4
TX-399,Runnels County,Texas,67.3,3.1,124,64.2
TX-401,Rusk County,Texas,66.7,1.4,110,65.3
TX-403,Sabine County,Texas,67.5,2.1,122,65.4
TX-405,San Augustine County,Texas,67.5,1.9,119,65.6
TX-407,San Jacinto County,Texas,69.1,1.9,119,67.2
TX-409,San Patricio County,Texas,73.1,2.2,118,70.9
TX-411,San Saba County,Texas,68,2.9,125,65.1
TX-413,Schleicher County,Texas,66.6,2.9,125,63.7
TX-415,Scurry County,Texas,66.2,3.3,127,62.8
TX-417,Shackelford County,Texas,67.2,3.2,126,64
TX-419,Shelby County,Texas,67,1.6,115,65.3
TX-421,Sherman County,Texas,59.3,3.3,128,56
TX-423,Smith County,Texas,66.1,1.4,112,64.7
TX-425,Somervell County,Texas,67.9,2.6,124,65.3
TX-427,Starr County,Texas,76.4,2.9,127,73.4
TX-429,Stephens County,Texas,66.8,2.9,126,63.9
TX-431,Sterling County,Texas,66.6,3.1,127,63.5
TX-433,Stonewall County,Texas,66.6,3.2,127,63.4
TX-435,Sutton County,Texas,67.3,3.2,125,64.2
TX-437,Swisher County,Texas,61,3.5,129,57.5
TX-439,Tarrant County,Texas,67.8,2.5,121,65.3
TX-441,Taylor County,Texas,66.7,3.1,126,63.6
TX-443,Terrell County,Texas,69.8,3.7,129,66.1
TX-445,Terry County,Texas,62.9,2.7,126,60.1
TX-447,Throckmorton County,Texas,67.1,3.4,129,63.7
TX-449,Titus County,Texas,65.7,2.2,120,63.5
TX-451,Tom Green County,Texas,67.4,3,125,64.4
TX-453,Travis County,Texas,69.8,2.7,124,67.1
TX-455,Trinity County,Texas,68.2,1.6,115,66.5
TX-457,Tyler County,Texas,68.2,1.9,119,66.3
TX-459,Upshur County,Texas,66,1.6,112,64.4
TX-461,Upton County,Texas,67.7,3.3,125,64.3
TX-463,Uvalde County,Texas,71.6,3.1,127,68.4
TX-465,Val Verde County,Texas,70.9,3.4,129,67.5
TX-467,Van Zandt County,Texas,66,1.5,111,64.5
TX-469,Victoria County,Texas,72.2,2.8,124,69.4
TX-471,Walker County,Texas,68.6,1.6,115,67
TX-473,Waller County,Texas,71.1,3.2,126,67.9
TX-475,Ward County,Texas,68.5,4.1,129,64.4
TX-477,Washington County,Texas,70.7,3.2,126,67.5
TX-479,Webb County,Texas,74.7,3.1,128,71.6
TX-481,Wharton County,Texas,72,3.3,126,68.7
TX-483,Wheeler County,Texas,62.6,4.1,129,58.4
TX-485,Wichita County,Texas,66.1,3,124,63
TX-487,Wilbarger County,Texas,65.9,3.1,127,62.8
TX-489,Willacy County,Texas,75.7,2.6,125,73.2
TX-491,Williamson County,Texas,69.2,2.8,125,66.4
TX-493,Wilson County,Texas,71.4,2.2,122,69.2
TX-495,Winkler County,Texas,67.3,4,129,63.3
TX-497,Wise County,Texas,66.5,2.6,120,63.9
TX-499,Wood County,Texas,65.8,1.8,115,64
TX-501,Yoakum County,Texas,62.4,3.3,127,59.1
TX-503,Young County,Texas,66.6,3,126,63.6
TX-505,Zapata County,Texas,76.2,3.2,127,73
TX-507,Zavala County,Texas,73,2.9,126,70.1
UT-001,Beaver County,Utah,51.5,3.6,125,47.9
UT-003,Box Elder County,Utah,50.2,3.2,125,47
UT-005,Cache County,Utah,46,3.4,125,42.5
UT-007,Carbon County,Utah,46.9,3.5,125,43.4
UT-009,Daggett County,Utah,43.4,2.9,123,40.5
UT-011,Davis County,Utah,51.4,3.4,124,48
UT-013,Duchesne County,Utah,43.7,3.5,123,40.3
UT-015,Emery County,Utah,52.8,3.7,126,49.1
UT-017,Garfield County,Utah,51.1,3.7,127,47.4
UT-019,Grand County,Utah,53.6,4.3,126,49.4
UT-021,Iron County,Utah,51.4,3.8,127,47.6
UT-023,Juab County,Utah,52.2,3,125,49.2
UT-025,Kane County,Utah,54.9,3.6,128,51.2
UT-027,Millard County,Utah,53.1,3.3,125,49.9
UT-029,Morgan County,Utah,45.9,3.4,124,42.6
UT-031,Piute County,Utah,46.3,3.8,127,42.5
UT-033,Rich County,Utah,42.6,3.2,124,39.4
UT-035,Salt Lake County,Utah,51.4,3.7,125,47.7
UT-037,San Juan County,Utah,55.3,3.6,127,51.7
UT-039,Sanpete County,Utah,46.6,3.5,126,43.1
UT-041,Sevier County,Utah,47.2,3.2,125,43.9
UT-043,Summit County,Utah,40.7,2.9,123,37.8
UT-045,Tooele County,Utah,52.5,2.6,125,49.9
UT-047,Uintah County,Utah,48.5,4.1,125,44.4
UT-049,Utah County,Utah,49.1,3.3,125,45.8
UT-051,Wasatch County,Utah,43.3,3.2,125,40
UT-053,Washington County,Utah,58.4,3.5,129,54.9
UT-055,Wayne County,Utah,54,4.4,127,49.6
UT-057,Weber County,Utah,48.3,3.6,125,44.7
VT-001,Addison County,Vermont,47.6,4.9,128,42.7
VT-003,Bennington County,Vermont,47,5.5,129,41.5
VT-005,Caledonia County,Vermont,45.7,5.5,129,40.2
VT-007,Chittenden County,Vermont,48.6,6,129,42.6
VT-009,Essex County,Vermont,44.3,5.1,129,39.1
VT-011,Franklin County,Vermont,48,6,129,42
VT-013,Grand Isle County,Vermont,49.6,5.8,129,43.8
VT-015,Lamoille County,Vermont,46,5.9,129,40.1
VT-017,Orange County,Vermont,46.6,5.3,129,41.2
VT-019,Orleans County,Vermont,45.1,5.3,129,39.8
VT-021,Rutland County,Vermont,47.1,5.1,128,42
VT-023,Washington County,Vermont,46.1,5.5,129,40.6
VT-025,Windham County,Vermont,48,5.3,129,42.7
VT-027,Windsor County,Vermont,47.4,5.5,129,41.9
VA-001,Accomack County,Virginia,59.7,3.2,123,56.6
VA-003,Albemarle County,Virginia,58.8,4.2,129,54.6
VA-005,Alleghany County,Virginia,55.1,2.8,127,52.3
VA-007,Amelia County,Virginia,60,3.3,129,56.7
VA-009,Amherst County,Virginia,57.3,2.9,127,54.4
VA-011,Appomattox County,Virginia,58.5,3.2,126,55.3
VA-013,Arlington County,Virginia,59,4.1,128,55
VA-015,Augusta County,Virginia,55.4,3.6,129,51.9
VA-017,Bath County,Virginia,54.3,3.1,129,51.2
